date_key,month,day,year,full_date
20210811,8,11,2021,2021-08-11
20200813,8,13,2020,2020-08-13
20190422,4,22,2019,2019-04-22
20190313,3,13,2019,2019-03-13
20210204,2,4,2021,2021-02-04
20180629,6,29,2018,2018-06-29
20200518,5,18,2020,2020-05-18
20210126,1,26,2021,2021-01-26
20210726,7,26,2021,2021-07-26
20210325,3,25,2021,2021-03-25
20190421,4,21,2019,2019-04-21
20191025,10,25,2019,2019-10-25
20190122,1,22,2019,2019-01-22
20200302,3,2,2020,2020-03-02
20190601,6,1,2019,2019-06-01
20200811,8,11,2020,2020-08-11
20211003,10,3,2021,2021-10-03
20190331,3,31,2019,2019-03-31
20220214,2,14,2022,2022-02-14
20190807,8,7,2019,2019-08-07
20220321,3,21,2022,2022-03-21
20211108,11,8,2021,2021-11-08
20211016,10,16,2021,2021-10-16
20201022,10,22,2020,2020-10-22
20201023,10,23,2020,2020-10-23
20190730,7,30,2019,2019-07-30
20210327,3,27,2021,2021-03-27
20180429,4,29,2018,2018-04-29
20180109,1,9,2018,2018-01-09
20181202,12,2,2018,2018-12-02
20190304,3,4,2019,2019-03-04
20191115,11,15,2019,2019-11-15
20181125,11,25,2018,2018-11-25
20210504,5,4,2021,2021-05-04
20190130,1,30,2019,2019-01-30
20181222,12,22,2018,2018-12-22
20210808,8,8,2021,2021-08-08
20181019,10,19,2018,2018-10-19
20201220,12,20,2020,2020-12-20
20180902,9,2,2018,2018-09-02
20200323,3,23,2020,2020-03-23
20210927,9,27,2021,2021-09-27
20201015,10,15,2020,2020-10-15
20201112,11,12,2020,2020-11-12
20220529,5,29,2022,2022-05-29
20191018,10,18,2019,2019-10-18
20200615,6,15,2020,2020-06-15
20191019,10,19,2019,2019-10-19
20200122,1,22,2020,2020-01-22
20210105,1,5,2021,2021-01-05
20200919,9,19,2020,2020-09-19
20190523,5,23,2019,2019-05-23
20220512,5,12,2022,2022-05-12
20200121,1,21,2020,2020-01-21
20210925,9,25,2021,2021-09-25
20200622,6,22,2020,2020-06-22
20210125,1,25,2021,2021-01-25
20201219,12,19,2020,2020-12-19
20191017,10,17,2019,2019-10-17
20220616,6,16,2022,2022-06-16
20191004,10,4,2019,2019-10-04
20190826,8,26,2019,2019-08-26
20190917,9,17,2019,2019-09-17
20190912,9,12,2019,2019-09-12
20210716,7,16,2021,2021-07-16
20201229,12,29,2020,2020-12-29
20211012,10,12,2021,2021-10-12
20180222,2,22,2018,2018-02-22
20180307,3,7,2018,2018-03-07
20191205,12,5,2019,2019-12-05
20220619,6,19,2022,2022-06-19
20191008,10,8,2019,2019-10-08
20180414,4,14,2018,2018-04-14
20210304,3,4,2021,2021-03-04
20190502,5,2,2019,2019-05-02
20190911,9,11,2019,2019-09-11
20181028,10,28,2018,2018-10-28
20180416,4,16,2018,2018-04-16
20200110,1,10,2020,2020-01-10
20211030,10,30,2021,2021-10-30
20220304,3,4,2022,2022-03-04
20220413,4,13,2022,2022-04-13
20181230,12,30,2018,2018-12-30
20190813,8,13,2019,2019-08-13
20181021,10,21,2018,2018-10-21
20191026,10,26,2019,2019-10-26
20180709,7,9,2018,2018-07-09
20200304,3,4,2020,2020-03-04
20210805,8,5,2021,2021-08-05
20191212,12,12,2019,2019-12-12
20180703,7,3,2018,2018-07-03
20200109,1,9,2020,2020-01-09
20210624,6,24,2021,2021-06-24
20180517,5,17,2018,2018-05-17
20181029,10,29,2018,2018-10-29
20181104,11,4,2018,2018-11-04
20200329,3,29,2020,2020-03-29
20190529,5,29,2019,2019-05-29
20180812,8,12,2018,2018-08-12
20180712,7,12,2018,2018-07-12
20200313,3,13,2020,2020-03-13
20220111,1,11,2022,2022-01-11
20180129,1,29,2018,2018-01-29
20200517,5,17,2020,2020-05-17
20200904,9,4,2020,2020-09-04
20180715,7,15,2018,2018-07-15
20210227,2,27,2021,2021-02-27
20180807,8,7,2018,2018-08-07
20200501,5,1,2020,2020-05-01
20201017,10,17,2020,2020-10-17
20190213,2,13,2019,2019-02-13
20220516,5,16,2022,2022-05-16
20210915,9,15,2021,2021-09-15
20190727,7,27,2019,2019-07-27
20200507,5,7,2020,2020-05-07
20220520,5,20,2022,2022-05-20
20180830,8,30,2018,2018-08-30
20210815,8,15,2021,2021-08-15
20220324,3,24,2022,2022-03-24
20180626,6,26,2018,2018-06-26
20190114,1,14,2019,2019-01-14
20200726,7,26,2020,2020-07-26
20200711,7,11,2020,2020-07-11
20181012,10,12,2018,2018-10-12
20180609,6,9,2018,2018-06-09
20210501,5,1,2021,2021-05-01
20220107,1,7,2022,2022-01-07
20210219,2,19,2021,2021-02-19
20210111,1,11,2021,2021-01-11
20200419,4,19,2020,2020-04-19
20180105,1,5,2018,2018-01-05
20220507,5,7,2022,2022-05-07
20200131,1,31,2020,2020-01-31
20200822,8,22,2020,2020-08-22
20191114,11,14,2019,2019-11-14
20210208,2,8,2021,2021-02-08
20191022,10,22,2019,2019-10-22
20191128,11,28,2019,2019-11-28
20200731,7,31,2020,2020-07-31
20200628,6,28,2020,2020-06-28
20200613,6,13,2020,2020-06-13
20200117,1,17,2020,2020-01-17
20190925,9,25,2019,2019-09-25
20210606,6,6,2021,2021-06-06
20210318,3,18,2021,2021-03-18
20190121,1,21,2019,2019-01-21
20190916,9,16,2019,2019-09-16
20180423,4,23,2018,2018-04-23
20190222,2,22,2019,2019-02-22
20200720,7,20,2020,2020-07-20
20180114,1,14,2018,2018-01-14
20200916,9,16,2020,2020-09-16
20181115,11,15,2018,2018-11-15
20180316,3,16,2018,2018-03-16
20211129,11,29,2021,2021-11-29
20180605,6,5,2018,2018-06-05
20190205,2,5,2019,2019-02-05
20190314,3,14,2019,2019-03-14
20220116,1,16,2022,2022-01-16
20180308,3,8,2018,2018-03-08
20190307,3,7,2019,2019-03-07
20201203,12,3,2020,2020-12-03
20180817,8,17,2018,2018-08-17
20190120,1,20,2019,2019-01-20
20210117,1,17,2021,2021-01-17
20200713,7,13,2020,2020-07-13
20180116,1,16,2018,2018-01-16
20210120,1,20,2021,2021-01-20
20211219,12,19,2021,2021-12-19
20191013,10,13,2019,2019-10-13
20211226,12,26,2021,2021-12-26
20190207,2,7,2019,2019-02-07
20211220,12,20,2021,2021-12-20
20220401,4,1,2022,2022-04-01
20190702,7,2,2019,2019-07-02
20180225,2,25,2018,2018-02-25
20200918,9,18,2020,2020-09-18
20200608,6,8,2020,2020-06-08
20220305,3,5,2022,2022-03-05
20210206,2,6,2021,2021-02-06
20181105,11,5,2018,2018-11-05
20211201,12,1,2021,2021-12-01
20180620,6,20,2018,2018-06-20
20211114,11,14,2021,2021-11-14
20180623,6,23,2018,2018-06-23
20220115,1,15,2022,2022-01-15
20180914,9,14,2018,2018-09-14
20200119,1,19,2020,2020-01-19
20191117,11,17,2019,2019-11-17
20210617,6,17,2021,2021-06-17
20200130,1,30,2020,2020-01-30
20181003,10,3,2018,2018-10-03
20180322,3,22,2018,2018-03-22
20190901,9,1,2019,2019-09-01
20200218,2,18,2020,2020-02-18
20200417,4,17,2020,2020-04-17
20180916,9,16,2018,2018-09-16
20181214,12,14,2018,2018-12-14
20210505,5,5,2021,2021-05-05
20181128,11,28,2018,2018-11-28
20210731,7,31,2021,2021-07-31
20210929,9,29,2021,2021-09-29
20220421,4,21,2022,2022-04-21
20190317,3,17,2019,2019-03-17
20200618,6,18,2020,2020-06-18
20180710,7,10,2018,2018-07-10
20190302,3,2,2019,2019-03-02
20190509,5,9,2019,2019-05-09
20180426,4,26,2018,2018-04-26
20220610,6,10,2022,2022-06-10
20191023,10,23,2019,2019-10-23
20200204,2,4,2020,2020-02-04
20200804,8,4,2020,2020-08-04
20180707,7,7,2018,2018-07-07
20200112,1,12,2020,2020-01-12
20220202,2,2,2022,2022-02-02
20210309,3,9,2021,2021-03-09
20220225,2,25,2022,2022-02-25
20211224,12,24,2021,2021-12-24
20191108,11,8,2019,2019-11-08
20210305,3,5,2021,2021-03-05
20200229,2,29,2020,2020-02-29
20180406,4,6,2018,2018-04-06
20210108,1,8,2021,2021-01-08
20210723,7,23,2021,2021-07-23
20211218,12,18,2021,2021-12-18
20181224,12,24,2018,2018-12-24
20211013,10,13,2021,2021-10-13
20190109,1,9,2019,2019-01-09
20180223,2,23,2018,2018-02-23
20180719,7,19,2018,2018-07-19
20220129,1,29,2022,2022-01-29
20190527,5,27,2019,2019-05-27
20180123,1,23,2018,2018-01-23
20200301,3,1,2020,2020-03-01
20200508,5,8,2020,2020-05-08
20211113,11,13,2021,2021-11-13
20181117,11,17,2018,2018-11-17
20190630,6,30,2019,2019-06-30
20200706,7,6,2020,2020-07-06
20190809,8,9,2019,2019-08-09
20200316,3,16,2020,2020-03-16
20190101,1,1,2019,2019-01-01
20180227,2,27,2018,2018-02-27
20181228,12,28,2018,2018-12-28
20191231,12,31,2019,2019-12-31
20200430,4,30,2020,2020-04-30
20181011,10,11,2018,2018-10-11
20190309,3,9,2019,2019-03-09
20200912,9,12,2020,2020-09-12
20181102,11,2,2018,2018-11-02
20190906,9,6,2019,2019-09-06
20210607,6,7,2021,2021-06-07
20190820,8,20,2019,2019-08-20
20220220,2,20,2022,2022-02-20
20190504,5,4,2019,2019-05-04
20190319,3,19,2019,2019-03-19
20190215,2,15,2019,2019-02-15
20200409,4,9,2020,2020-04-09
20210916,9,16,2021,2021-09-16
20180226,2,26,2018,2018-02-26
20210602,6,2,2021,2021-06-02
20211002,10,2,2021,2021-10-02
20210806,8,6,2021,2021-08-06
20211004,10,4,2021,2021-10-04
20211022,10,22,2021,2021-10-22
20201004,10,4,2020,2020-10-04
20191224,12,24,2019,2019-12-24
20211207,12,7,2021,2021-12-07
20190117,1,17,2019,2019-01-17
20200511,5,11,2020,2020-05-11
20191204,12,4,2019,2019-12-04
20201222,12,22,2020,2020-12-22
20211017,10,17,2021,2021-10-17
20200908,9,8,2020,2020-09-08
20200220,2,20,2020,2020-02-20
20210715,7,15,2021,2021-07-15
20190819,8,19,2019,2019-08-19
20181225,12,25,2018,2018-12-25
20210210,2,10,2021,2021-02-10
20180802,8,2,2018,2018-08-02
20210908,9,8,2021,2021-09-08
20180404,4,4,2018,2018-04-04
20220330,3,30,2022,2022-03-30
20220624,6,24,2022,2022-06-24
20201223,12,23,2020,2020-12-23
20210712,7,12,2021,2021-07-12
20190620,6,20,2019,2019-06-20
20190123,1,23,2019,2019-01-23
20190623,6,23,2019,2019-06-23
20210412,4,12,2021,2021-04-12
20201218,12,18,2020,2020-12-18
20200402,4,2,2020,2020-04-02
20191215,12,15,2019,2019-12-15
20201114,11,14,2020,2020-11-14
20200803,8,3,2020,2020-08-03
20190824,8,24,2019,2019-08-24
20220418,4,18,2022,2022-04-18
20220314,3,14,2022,2022-03-14
20220309,3,9,2022,2022-03-09
20181112,11,12,2018,2018-11-12
20180529,5,29,2018,2018-05-29
20210926,9,26,2021,2021-09-26
20210317,3,17,2021,2021-03-17
20180930,9,30,2018,2018-09-30
20210725,7,25,2021,2021-07-25
20220502,5,2,2022,2022-05-02
20200724,7,24,2020,2020-07-24
20190312,3,12,2019,2019-03-12
20180317,3,17,2018,2018-03-17
20220425,4,25,2022,2022-04-25
20200818,8,18,2020,2020-08-18
20220218,2,18,2022,2022-02-18
20200330,3,30,2020,2020-03-30
20200603,6,3,2020,2020-06-03
20180904,9,4,2018,2018-09-04
20200221,2,21,2020,2020-02-21
20190419,4,19,2019,2019-04-19
20181123,11,23,2018,2018-11-23
20190814,8,14,2019,2019-08-14
20201228,12,28,2020,2020-12-28
20190622,6,22,2019,2019-06-22
20200219,2,19,2020,2020-02-19
20180818,8,18,2018,2018-08-18
20210415,4,15,2021,2021-04-15
20190210,2,10,2019,2019-02-10
20210214,2,14,2021,2021-02-14
20190729,7,29,2019,2019-07-29
20200829,8,29,2020,2020-08-29
20181126,11,26,2018,2018-11-26
20180128,1,28,2018,2018-01-28
20210123,1,23,2021,2021-01-23
20210130,1,30,2021,2021-01-30
20200921,9,21,2020,2020-09-21
20191106,11,6,2019,2019-11-06
20190816,8,16,2019,2019-08-16
20180506,5,6,2018,2018-05-06
20200728,7,28,2020,2020-07-28
20200823,8,23,2020,2020-08-23
20191223,12,23,2019,2019-12-23
20201231,12,31,2020,2020-12-31
20191109,11,9,2019,2019-11-09
20190512,5,12,2019,2019-05-12
20220430,4,30,2022,2022-04-30
20180811,8,11,2018,2018-08-11
20200926,9,26,2020,2020-09-26
20190406,4,6,2019,2019-04-06
20201030,10,30,2020,2020-10-30
20200902,9,2,2020,2020-09-02
20191209,12,9,2019,2019-12-09
20190511,5,11,2019,2019-05-11
20210603,6,3,2021,2021-06-03
20180422,4,22,2018,2018-04-22
20190801,8,1,2019,2019-08-01
20190521,5,21,2019,2019-05-21
20201031,10,31,2020,2020-10-31
20211019,10,19,2021,2021-10-19
20190724,7,24,2019,2019-07-24
20180622,6,22,2018,2018-06-22
20200210,2,10,2020,2020-02-10
20180929,9,29,2018,2018-09-29
20190519,5,19,2019,2019-05-19
20210901,9,1,2021,2021-09-01
20220310,3,10,2022,2022-03-10
20180826,8,26,2018,2018-08-26
20181015,10,15,2018,2018-10-15
20210402,4,2,2021,2021-04-02
20191101,11,1,2019,2019-11-01
20220205,2,5,2022,2022-02-05
20210911,9,11,2021,2021-09-11
20211213,12,13,2021,2021-12-13
20180202,2,2,2018,2018-02-02
20220429,4,29,2022,2022-04-29
20220301,3,1,2022,2022-03-01
20211119,11,19,2021,2021-11-19
20180419,4,19,2018,2018-04-19
20190827,8,27,2019,2019-08-27
20190301,3,1,2019,2019-03-01
20190219,2,19,2019,2019-02-19
20211112,11,12,2021,2021-11-12
20190104,1,4,2019,2019-01-04
20180911,9,11,2018,2018-09-11
20180528,5,28,2018,2018-05-28
20190924,9,24,2019,2019-09-24
20200617,6,17,2020,2020-06-17
20200107,1,7,2020,2020-01-07
20200607,6,7,2020,2020-06-07
20190927,9,27,2019,2019-09-27
20180510,5,10,2018,2018-05-10
20200422,4,22,2020,2020-04-22
20210408,4,8,2021,2021-04-08
20201129,11,29,2020,2020-11-29
20191103,11,3,2019,2019-11-03
20190110,1,10,2019,2019-01-10
20200115,1,15,2020,2020-01-15
20190903,9,3,2019,2019-09-03
20190719,7,19,2019,2019-07-19
20210729,7,29,2021,2021-07-29
20190505,5,5,2019,2019-05-05
20191029,10,29,2019,2019-10-29
20200314,3,14,2020,2020-03-14
20180131,1,31,2018,2018-01-31
20190506,5,6,2019,2019-05-06
20181017,10,17,2018,2018-10-17
20180523,5,23,2018,2018-05-23
20191006,10,6,2019,2019-10-06
20201012,10,12,2020,2020-10-12
20180108,1,8,2018,2018-01-08
20210919,9,19,2021,2021-09-19
20200124,1,24,2020,2020-01-24
20200408,4,8,2020,2020-04-08
20191225,12,25,2019,2019-12-25
20181212,12,12,2018,2018-12-12
20211027,10,27,2021,2021-10-27
20220328,3,28,2022,2022-03-28
20210311,3,11,2021,2021-03-11
20180720,7,20,2018,2018-07-20
20190226,2,26,2019,2019-02-26
20201117,11,17,2020,2020-11-17
20180410,4,10,2018,2018-04-10
20201230,12,30,2020,2020-12-30
20191111,11,11,2019,2019-11-11
20180212,2,12,2018,2018-02-12
20200831,8,31,2020,2020-08-31
20190112,1,12,2019,2019-01-12
20190425,4,25,2019,2019-04-25
20190815,8,15,2019,2019-08-15
20220124,1,24,2022,2022-01-24
20200619,6,19,2020,2020-06-19
20210211,2,11,2021,2021-02-11
20181031,10,31,2018,2018-10-31
20190610,6,10,2019,2019-06-10
20210520,5,20,2021,2021-05-20
20200224,2,24,2020,2020-02-24
20190625,6,25,2019,2019-06-25
20200819,8,19,2020,2020-08-19
20210506,5,6,2021,2021-05-06
20220312,3,12,2022,2022-03-12
20201111,11,11,2020,2020-11-11
20220313,3,13,2022,2022-03-13
20180217,2,17,2018,2018-02-17
20210816,8,16,2021,2021-08-16
20190905,9,5,2019,2019-09-05
20190108,1,8,2019,2019-01-08
20190821,8,21,2019,2019-08-21
20180810,8,10,2018,2018-08-10
20200206,2,6,2020,2020-02-06
20190804,8,4,2019,2019-08-04
20200413,4,13,2020,2020-04-13
20200213,2,13,2020,2020-02-13
20201028,10,28,2020,2020-10-28
20200116,1,16,2020,2020-01-16
20211110,11,10,2021,2021-11-10
20180928,9,28,2018,2018-09-28
20210131,1,31,2021,2021-01-31
20191120,11,20,2019,2019-11-20
20190102,1,2,2019,2019-01-02
20201009,10,9,2020,2020-10-09
20190409,4,9,2019,2019-04-09
20180621,6,21,2018,2018-06-21
20180503,5,3,2018,2018-05-03
20190106,1,6,2019,2019-01-06
20190310,3,10,2019,2019-03-10
20200311,3,11,2020,2020-03-11
20210511,5,11,2021,2021-05-11
20200629,6,29,2020,2020-06-29
20200808,8,8,2020,2020-08-08
20180822,8,22,2018,2018-08-22
20220122,1,22,2022,2022-01-22
20210513,5,13,2021,2021-05-13
20210507,5,7,2021,2021-05-07
20200925,9,25,2020,2020-09-25
20190929,9,29,2019,2019-09-29
20190423,4,23,2019,2019-04-23
20181120,11,20,2018,2018-11-20
20190116,1,16,2019,2019-01-16
20220117,1,17,2022,2022-01-17
20211205,12,5,2021,2021-12-05
20200321,3,21,2020,2020-03-21
20180428,4,28,2018,2018-04-28
20210618,6,18,2021,2021-06-18
20190311,3,11,2019,2019-03-11
20190428,4,28,2019,2019-04-28
20210613,6,13,2021,2021-06-13
20200415,4,15,2020,2020-04-15
20200605,6,5,2020,2020-06-05
20201209,12,9,2020,2020-12-09
20200525,5,25,2020,2020-05-25
20200723,7,23,2020,2020-07-23
20210930,9,30,2021,2021-09-30
20210921,9,21,2021,2021-09-21
20220307,3,7,2022,2022-03-07
20191011,10,11,2019,2019-10-11
20210814,8,14,2021,2021-08-14
20181129,11,29,2018,2018-11-29
20210428,4,28,2021,2021-04-28
20200721,7,21,2020,2020-07-21
20220426,4,26,2022,2022-04-26
20200228,2,28,2020,2020-02-28
20190320,3,20,2019,2019-03-20
20181103,11,3,2018,2018-11-03
20211211,12,11,2021,2021-12-11
20210702,7,2,2021,2021-07-02
20180405,4,5,2018,2018-04-05
20220615,6,15,2022,2022-06-15
20220212,2,12,2022,2022-02-12
20220128,1,28,2022,2022-01-28
20210608,6,8,2021,2021-06-08
20190731,7,31,2019,2019-07-31
20211221,12,21,2021,2021-12-21
20210410,4,10,2021,2021-04-10
20180331,3,31,2018,2018-03-31
20211126,11,26,2021,2021-11-26
20211031,10,31,2021,2021-10-31
20190128,1,28,2019,2019-01-28
20190410,4,10,2019,2019-04-10
20201121,11,21,2020,2020-11-21
20211006,10,6,2021,2021-10-06
20220518,5,18,2022,2022-05-18
20190619,6,19,2019,2019-06-19
20200429,4,29,2020,2020-04-29
20180512,5,12,2018,2018-05-12
20210704,7,4,2021,2021-07-04
20180418,4,18,2018,2018-04-18
20210201,2,1,2021,2021-02-01
20200317,3,17,2020,2020-03-17
20190802,8,2,2019,2019-08-02
20211229,12,29,2021,2021-12-29
20190328,3,28,2019,2019-03-28
20181229,12,29,2018,2018-12-29
20180314,3,14,2018,2018-03-14
20201107,11,7,2020,2020-11-07
20180514,5,14,2018,2018-05-14
20190923,9,23,2019,2019-09-23
20201105,11,5,2020,2020-11-05
20211130,11,30,2021,2021-11-30
20190516,5,16,2019,2019-05-16
20210115,1,15,2021,2021-01-15
20191107,11,7,2019,2019-11-07
20180910,9,10,2018,2018-09-10
20180320,3,20,2018,2018-03-20
20181024,10,24,2018,2018-10-24
20210914,9,14,2021,2021-09-14
20181108,11,8,2018,2018-11-08
20211122,11,22,2021,2021-11-22
20220315,3,15,2022,2022-03-15
20210114,1,14,2021,2021-01-14
20200730,7,30,2020,2020-07-30
20180407,4,7,2018,2018-04-07
20190520,5,20,2019,2019-05-20
20200928,9,28,2020,2020-09-28
20210110,1,10,2021,2021-01-10
20220210,2,10,2022,2022-02-10
20200411,4,11,2020,2020-04-11
20190129,1,29,2019,2019-01-29
20201227,12,27,2020,2020-12-27
20210928,9,28,2021,2021-09-28
20191119,11,19,2019,2019-11-19
20181201,12,1,2018,2018-12-01
20181231,12,31,2018,2018-12-31
20180301,3,1,2018,2018-03-01
20220419,4,19,2022,2022-04-19
20190829,8,29,2019,2019-08-29
20220303,3,3,2022,2022-03-03
20180115,1,15,2018,2018-01-15
20180220,2,20,2018,2018-02-20
20190921,9,21,2019,2019-09-21
20210924,9,24,2021,2021-09-24
20181022,10,22,2018,2018-10-22
20190531,5,31,2019,2019-05-31
20200717,7,17,2020,2020-07-17
20201101,11,1,2020,2020-11-01
20200303,3,3,2020,2020-03-03
20200521,5,21,2020,2020-05-21
20190416,4,16,2019,2019-04-16
20190401,4,1,2019,2019-04-01
20200215,2,15,2020,2020-02-15
20200428,4,28,2020,2020-04-28
20191112,11,12,2019,2019-11-12
20190413,4,13,2019,2019-04-13
20210810,8,10,2021,2021-08-10
20200922,9,22,2020,2020-09-22
20220219,2,19,2022,2022-02-19
20211021,10,21,2021,2021-10-21
20210329,3,29,2021,2021-03-29
20180801,8,1,2018,2018-08-01
20210417,4,17,2021,2021-04-17
20200701,7,1,2020,2020-07-01
20201113,11,13,2020,2020-11-13
20190612,6,12,2019,2019-06-12
20210605,6,5,2021,2021-06-05
20180603,6,3,2018,2018-06-03
20180521,5,21,2018,2018-05-21
20200801,8,1,2020,2020-08-01
20200802,8,2,2020,2020-08-02
20210202,2,2,2021,2021-02-02
20180421,4,21,2018,2018-04-21
20190609,6,9,2019,2019-06-09
20220121,1,21,2022,2022-01-21
20201006,10,6,2020,2020-10-06
20180110,1,10,2018,2018-01-10
20190220,2,20,2019,2019-02-20
20210714,7,14,2021,2021-07-14
20200623,6,23,2020,2020-06-23
20190501,5,1,2019,2019-05-01
20181007,10,7,2018,2018-10-07
20180120,1,20,2018,2018-01-20
20180219,2,19,2018,2018-02-19
20191102,11,2,2019,2019-11-02
20180121,1,21,2018,2018-01-21
20191228,12,28,2019,2019-12-28
20201208,12,8,2020,2020-12-08
20190224,2,24,2019,2019-02-24
20190608,6,8,2019,2019-06-08
20200714,7,14,2020,2020-07-14
20220623,6,23,2022,2022-06-23
20210922,9,22,2021,2021-09-22
20190218,2,18,2019,2019-02-18
20190127,1,27,2019,2019-01-27
20201005,10,5,2020,2020-10-05
20200917,9,17,2020,2020-09-17
20190424,4,24,2019,2019-04-24
20210527,5,27,2021,2021-05-27
20210212,2,12,2021,2021-02-12
20190823,8,23,2019,2019-08-23
20181124,11,24,2018,2018-11-24
20201125,11,25,2020,2020-11-25
20180117,1,17,2018,2018-01-17
20210106,1,6,2021,2021-01-06
20210620,6,20,2021,2021-06-20
20191027,10,27,2019,2019-10-27
20191122,11,22,2019,2019-11-22
20211115,11,15,2021,2021-11-15
20220213,2,13,2022,2022-02-13
20220319,3,19,2022,2022-03-19
20190805,8,5,2019,2019-08-05
20201016,10,16,2020,2020-10-16
20201019,10,19,2020,2020-10-19
20180927,9,27,2018,2018-09-27
20210823,8,23,2021,2021-08-23
20190526,5,26,2019,2019-05-26
20201217,12,17,2020,2020-12-17
20200727,7,27,2020,2020-07-27
20200820,8,20,2020,2020-08-20
20180205,2,5,2018,2018-02-05
20190908,9,8,2019,2019-09-08
20200927,9,27,2020,2020-09-27
20210121,1,21,2021,2021-01-21
20180325,3,25,2018,2018-03-25
20180520,5,20,2018,2018-05-20
20220602,6,2,2022,2022-06-02
20220127,1,27,2022,2022-01-27
20210818,8,18,2021,2021-08-18
20210403,4,3,2021,2021-04-03
20180409,4,9,2018,2018-04-09
20210421,4,21,2021,2021-04-21
20180124,1,24,2018,2018-01-24
20211011,10,11,2021,2021-10-11
20210405,4,5,2021,2021-04-05
20181013,10,13,2018,2018-10-13
20201013,10,13,2020,2020-10-13
20211010,10,10,2021,2021-10-10
20191129,11,29,2019,2019-11-29
20210801,8,1,2021,2021-08-01
20200920,9,20,2020,2020-09-20
20181203,12,3,2018,2018-12-03
20200407,4,7,2020,2020-04-07
20210719,7,19,2021,2021-07-19
20210401,4,1,2021,2021-04-01
20210326,3,26,2021,2021-03-26
20210809,8,9,2021,2021-08-09
20190701,7,1,2019,2019-07-01
20180127,1,27,2018,2018-01-27
20211128,11,28,2021,2021-11-28
20180203,2,3,2018,2018-02-03
20210429,4,29,2021,2021-04-29
20180111,1,11,2018,2018-01-11
20180610,6,10,2018,2018-06-10
20180103,1,3,2018,2018-01-03
20210516,5,16,2021,2021-05-16
20181116,11,16,2018,2018-11-16
20210621,6,21,2021,2021-06-21
20190722,7,22,2019,2019-07-22
20210406,4,6,2021,2021-04-06
20210316,3,16,2021,2021-03-16
20200806,8,6,2020,2020-08-06
20180701,7,1,2018,2018-07-01
20210102,1,2,2021,2021-01-02
20210419,4,19,2021,2021-04-19
20180209,2,9,2018,2018-02-09
20190621,6,21,2019,2019-06-21
20180724,7,24,2018,2018-07-24
20200616,6,16,2020,2020-06-16
20200725,7,25,2020,2020-07-25
20190228,2,28,2019,2019-02-28
20210411,4,11,2021,2021-04-11
20220221,2,21,2022,2022-02-21
20211117,11,17,2021,2021-11-17
20210920,9,20,2021,2021-09-20
20220601,6,1,2022,2022-06-01
20220514,5,14,2022,2022-05-14
20210330,3,30,2021,2021-03-30
20210701,7,1,2021,2021-07-01
20180729,7,29,2018,2018-07-29
20220611,6,11,2022,2022-06-11
20220605,6,5,2022,2022-06-05
20210422,4,22,2021,2021-04-22
20180424,4,24,2018,2018-04-24
20180725,7,25,2018,2018-07-25
20191219,12,19,2019,2019-12-19
20220629,6,29,2022,2022-06-29
20211210,12,10,2021,2021-12-10
20220120,1,20,2022,2022-01-20
20200306,3,6,2020,2020-03-06
20180613,6,13,2018,2018-06-13
20220528,5,28,2022,2022-05-28
20200208,2,8,2020,2020-02-08
20190713,7,13,2019,2019-07-13
20180210,2,10,2018,2018-02-10
20211102,11,2,2021,2021-11-02
20220530,5,30,2022,2022-05-30
20180130,1,30,2018,2018-01-30
20180319,3,19,2018,2018-03-19
20180819,8,19,2018,2018-08-19
20200217,2,17,2020,2020-02-17
20180619,6,19,2018,2018-06-19
20220322,3,22,2022,2022-03-22
20190414,4,14,2019,2019-04-14
20180726,7,26,2018,2018-07-26
20210610,6,10,2021,2021-06-10
20190603,6,3,2019,2019-06-03
20190615,6,15,2019,2019-06-15
20180906,9,6,2018,2018-09-06
20201127,11,27,2020,2020-11-27
20190624,6,24,2019,2019-06-24
20220702,7,2,2022,2022-07-02
20190810,8,10,2019,2019-08-10
20190408,4,8,2019,2019-04-08
20190208,2,8,2019,2019-02-08
20191014,10,14,2019,2019-10-14
20180213,2,13,2018,2018-02-13
20180516,5,16,2018,2018-05-16
20190913,9,13,2019,2019-09-13
20200310,3,10,2020,2020-03-10
20190716,7,16,2019,2019-07-16
20200120,1,20,2020,2020-01-20
20200719,7,19,2020,2020-07-19
20190930,9,30,2019,2019-09-30
20211023,10,23,2021,2021-10-23
20201124,11,24,2020,2020-11-24
20200505,5,5,2020,2020-05-05
20180214,2,14,2018,2018-02-14
20210407,4,7,2021,2021-04-07
20220423,4,23,2022,2022-04-23
20180907,9,7,2018,2018-09-07
20190712,7,12,2019,2019-07-12
20220608,6,8,2022,2022-06-08
20210129,1,29,2021,2021-01-29
20200812,8,12,2020,2020-08-12
20180827,8,27,2018,2018-08-27
20201205,12,5,2020,2020-12-05
20220318,3,18,2022,2022-03-18
20200320,3,20,2020,2020-03-20
20200704,7,4,2020,2020-07-04
20210812,8,12,2021,2021-08-12
20190429,4,29,2019,2019-04-29
20180323,3,23,2018,2018-03-23
20180617,6,17,2018,2018-06-17
20190201,2,1,2019,2019-02-01
20190629,6,29,2019,2019-06-29
20200421,4,21,2020,2020-04-21
20180324,3,24,2018,2018-03-24
20210904,9,4,2021,2021-09-04
20190503,5,3,2019,2019-05-03
20190118,1,18,2019,2019-01-18
20210423,4,23,2021,2021-04-23
20181025,10,25,2018,2018-10-25
